"fid","tid","d","wtot","wcr","wpt","wac","etot","ecr","ept","eac"
306,222,10.6,9,0,0,0,0,0,0,0
205,222,16,6,0,0,0,0,0,0,0
294,222,9.9,12,6,0,0,0,0,0,0
291,222,12.4,6,0,0,0,0,0,0,0
520,222,16.7,6,0,0,0,0,0,0,0
2018,222,15.3,9,0,0,0,6,0,0,0
259,222,3.5,12,6,0,0,6,0,0,0
305,222,5.4,6,0,0,0,0,0,0,0
2023,222,10.6,6,0,0,0,0,0,0,0
443,222,5.2,12,0,6,0,0,0,0,0
168,222,9.9,9,0,0,0,6,0,6,0
297,222,13.8,12,9,0,0,0,0,0,0
328,222,11.6,12,6,0,0,0,0,0,0
545,222,14.8,9,0,0,0,0,0,0,0
355,222,3.4,18,6,9,0,6,0,0,0
369,222,11.3,12,6,0,0,0,0,0,0
396,222,9.3,12,0,0,0,0,0,0,0
260,222,16.6,9,0,0,0,0,0,0,0
521,222,15.7,9,0,0,0,0,0,0,0
324,222,2.8,9,0,0,0,0,0,0,0
581,222,25.8,9,0,0,0,0,0,0,0
413,222,4.4,9,0,6,0,9,0,6,0
251,222,10.4,9,0,0,0,0,0,0,0
158,222,0.6,18,0,0,12,0,0,0,0
7,15,10.8,0,0,0,0,6,0,6,0
23,15,8.1,0,0,0,0,21,0,18,0
8,15,7.2,0,0,0,0,27,0,27,0
830,832,10.2,6,0,0,0,0,0,0,0
645,832,11.6,6,0,0,0,0,0,0,0
833,832,10.9,33,24,0,0,0,0,0,0
646,832,4.7,48,42,0,0,0,0,0,0
1496,1487,3.7,9,9,0,0,0,0,0,0
1477,1487,1.3,36,15,0,15,0,0,0,0
1481,1487,1.8,18,12,0,0,0,0,0,0
1483,1487,8.8,6,0,0,0,0,0,0,0
1485,1487,4.6,6,0,0,0,0,0,0,0
1480,1487,1.5,12,9,0,0,0,0,0,0
1493,1487,2.9,12,6,0,0,0,0,0,0
2108,1487,2.1,9,0,0,0,0,0,0,0
1490,1487,7.3,9,6,0,0,0,0,0,0
1497,1487,2.1,21,15,0,0,0,0,0,0
1467,1487,2.7,9,6,0,0,0,0,0,0
1482,1487,3.8,12,9,0,0,0,0,0,0
1484,1487,2.9,15,12,0,0,0,0,0,0
1479,1487,2,9,0,0,0,0,0,0,0
1478,1487,4.2,6,0,0,0,0,0,0,0
2107,1487,0.9,9,9,0,0,0,0,0,0
1495,1487,2.8,18,9,0,0,0,0,0,0
1494,1487,4.1,6,0,0,0,0,0,0,0
1492,1487,14.6,15,9,0,0,0,0,0,0
1491,1487,3.4,9,6,0,0,0,0,0,0
641,639,15.9,9,9,0,0,0,0,0,0
673,639,14.2,0,0,0,0,9,0,9,0
682,639,15.4,15,15,0,0,0,0,0,0
636,639,18.5,0,0,0,0,9,9,0,0
1483,1477,8.7,12,9,0,0,0,0,0,0
1467,1477,3.5,15,9,0,0,0,0,0,0
1459,1477,17.5,6,0,0,0,0,0,0,0
1490,1477,7.7,12,9,0,0,0,0,0,0
1475,1477,7.8,9,0,0,0,0,0,0,0
1493,1477,3,6,0,0,0,6,6,0,0
2108,1477,2.7,18,9,0,0,0,0,0,0
1471,1477,21.6,6,0,0,0,0,0,0,0
1496,1477,3.7,18,12,0,0,6,6,0,0
1484,1477,2.8,18,9,0,0,6,0,0,0
1497,1477,2.4,21,15,0,0,21,21,0,0
1485,1477,4.8,18,12,0,0,0,0,0,0
1480,1477,2.4,12,6,0,0,0,0,0,0
1466,1477,7,12,0,0,0,0,0,0,0
1482,1477,4.5,24,18,0,0,9,9,0,0
1481,1477,3,15,9,0,0,0,0,0,0
1494,1477,4.9,9,0,0,0,0,0,0,0
1492,1477,15.3,9,9,0,0,0,0,0,0
1478,1477,4.7,6,0,0,0,0,0,0,0
1491,1477,4.6,15,9,0,0,0,0,0,0
2107,1477,1.7,12,9,0,0,0,0,0,0
1488,1477,8.4,9,9,0,0,0,0,0,0
1487,1477,1.3,36,18,0,12,75,45,0,24
1495,1477,3.9,21,15,0,0,12,9,0,0
1479,1477,2.2,24,15,0,0,0,0,0,0
639,718,20.4,9,9,0,0,0,0,0,0
641,718,4.6,18,9,0,0,6,6,0,0
719,718,17.1,9,0,0,6,0,0,0,0
717,718,8.8,6,0,0,0,0,0,0,0
640,718,24.5,6,0,0,0,0,0,0,0
682,718,5.8,33,33,0,0,6,6,0,0
1768,1751,5.7,0,0,0,0,42,36,9,0
1681,1751,9,9,9,0,0,0,0,0,0
1770,1751,7.9,12,9,0,0,0,0,0,0
2128,1751,7.5,0,0,0,0,33,15,18,0
2127,1751,17.1,0,0,0,0,18,9,9,0
1918,1900,5.6,9,6,0,0,0,0,0,0
1892,1900,10.5,6,0,0,0,0,0,0,0
1909,1900,17.5,36,27,0,0,0,0,0,0
1902,1900,5.9,18,15,0,0,0,0,0,0
1927,1900,9.4,6,0,0,0,0,0,0,0
1885,1900,5.6,18,12,0,0,0,0,0,0
1905,1900,8.7,9,6,0,0,0,0,0,0
1901,1900,4.4,15,9,0,0,0,0,0,0
1903,1900,4.7,6,0,0,0,0,0,0,0
1924,1900,9,9,0,0,0,0,0,0,0
1904,1900,7.2,6,0,0,0,0,0,0,0
1169,1137,12.4,159,156,0,0,99,48,48,0
1182,1137,37.7,9,0,0,0,0,0,0,0
1136,1137,25.3,0,0,0,0,12,0,12,0
1194,1190,9.4,0,0,0,0,12,0,12,0
1183,1190,13.8,12,9,0,0,24,18,0,0
1247,1190,19.9,0,0,0,0,6,0,0,0
1926,1936,0.9,6,6,0,0,15,12,0,0
1931,1936,1,0,0,0,0,36,30,0,0
2137,1936,2.1,9,0,0,0,0,0,0,0
1939,1936,9.8,0,0,0,0,9,9,0,0
1925,1936,1.1,0,0,0,0,30,24,0,0
1921,1936,1.9,0,0,0,0,18,15,0,0
1922,1936,2.2,0,0,0,0,9,6,0,0
2136,1936,4.3,0,0,0,0,6,0,0,0
1934,1936,2.1,0,0,0,0,6,6,0,0
1898,1936,4.2,0,0,0,0,6,6,0,0
1928,1936,4.2,0,0,0,0,6,6,0,0
616,623,12.5,12,9,0,0,0,0,0,0
628,623,24.3,6,0,0,0,0,0,0,0
627,623,4.4,12,6,0,0,9,0,0,0
626,623,14,9,9,0,0,0,0,0,0
1330,1362,4.9,6,0,0,0,0,0,0,0
1378,1362,9.3,9,0,0,0,0,0,0,0
1348,1362,1.6,15,9,0,9,15,12,0,0
1358,1362,6,6,0,0,0,0,0,0,0
1375,1362,2.1,6,0,0,0,12,12,0,0
2095,1362,4.4,9,0,0,0,0,0,0,0
1349,1362,3.4,9,0,0,0,0,0,0,0
1365,1362,3.2,9,0,0,0,0,0,0,0
1350,1362,13,9,0,0,0,0,0,0,0
1364,1362,1.8,6,0,0,0,0,0,0,0
1353,1362,2.4,6,0,0,0,0,0,0,0
1352,1362,2.9,12,12,0,0,0,0,0,0
1376,1348,2.3,12,12,0,0,12,0,6,0
1361,1348,17,9,9,0,0,0,0,0,0
1337,1348,10,9,6,0,0,0,0,0,0
1353,1348,3.5,39,30,0,0,27,6,12,0
1341,1348,5.6,12,9,0,0,0,0,0,0
1334,1348,3.3,21,18,0,0,0,0,0,0
1352,1348,1.7,21,18,0,0,12,9,0,0
1330,1348,3.5,15,12,0,0,0,0,0,0
1391,1348,13.1,9,0,0,0,0,0,0,0
1377,1348,9.4,21,15,0,0,0,0,0,0
1324,1348,5.2,21,18,0,0,0,0,0,0
1285,1348,5.1,6,0,0,0,0,0,0,0
1351,1348,5.2,9,0,0,0,0,0,0,0
1378,1348,7.7,24,21,0,0,0,0,0,0
1368,1348,3.2,18,18,0,0,0,0,0,0
1354,1348,11.4,6,0,0,0,0,0,0,0
2094,1348,5.8,9,9,0,0,0,0,0,0
1369,1348,3.4,24,21,0,0,6,0,0,0
1363,1348,5.9,15,12,0,0,0,0,0,0
1362,1348,1.6,39,21,0,6,84,33,0,48
1358,1348,4.4,15,12,0,0,0,0,0,0
1365,1348,1.7,36,24,0,0,18,9,0,0
1339,1348,9.3,15,9,0,0,0,0,0,0
1350,1348,13.7,6,0,0,0,0,0,0,0
1389,1348,12.3,6,0,0,0,0,0,0,0
1329,1348,7.8,6,0,0,0,0,0,0,0
1292,1348,6.4,6,0,0,0,0,0,0,0
1367,1348,7.1,15,12,0,0,6,0,0,0
1381,1348,6.1,12,12,0,0,6,0,0,0
1338,1348,9,6,0,0,0,0,0,0,0
1356,1348,2.3,21,15,0,0,18,6,6,0
2093,1348,10.5,6,0,0,0,0,0,0,0
1343,1348,13.5,9,6,0,0,0,0,0,0
1379,1348,6.5,15,12,0,0,0,0,0,0
2095,1348,2.8,21,18,0,0,12,9,0,0
1346,1348,13.1,9,6,0,0,0,0,0,0
1333,1348,7.2,9,6,0,0,0,0,0,0
1380,1348,9.9,12,6,0,0,0,0,0,0
1364,1348,1.9,15,12,0,0,0,0,0,0
1357,1348,5.7,24,18,0,0,6,0,0,0
1375,1348,1.7,30,21,0,0,36,12,21,0
1370,1348,8.4,6,0,0,0,0,0,0,0
1297,1348,12.8,9,9,0,0,0,0,0,0
1293,1348,7.3,12,0,0,0,0,0,0,0
1349,1348,1.8,39,27,0,0,18,9,0,0
1373,1348,8.6,6,0,0,0,0,0,0,0
1306,1348,4.7,9,9,0,0,0,0,0,0
1359,1348,1.4,18,12,0,0,15,9,0,0
1342,1348,11,15,12,0,0,0,0,0,0
1366,1348,4.7,18,12,0,0,0,0,0,0
1355,1348,15.3,6,6,0,0,0,0,0,0
1253,1255,2.7,12,9,0,0,0,0,0,0
1256,1255,9.6,0,0,0,0,6,6,0,0
1243,1255,7.5,15,12,0,0,0,0,0,0
1245,1255,1.5,9,0,0,0,0,0,0,0
1259,1255,0.9,12,6,0,0,9,0,0,0
1251,1255,2.4,24,21,0,0,0,0,0,0
1249,1255,2.9,9,9,0,0,0,0,0,0
1248,1255,1,9,6,0,0,0,0,0,0
1265,1255,1.9,0,0,0,0,9,0,0,0
1261,1255,2.4,6,0,0,0,0,0,0,0
1244,1255,9.8,12,12,0,0,0,0,0,0
1447,1446,9.7,240,216,0,12,168,66,75,24
1448,1446,20.8,246,228,0,12,192,60,114,12
1452,1458,13.1,18,15,0,0,0,0,0,0
1459,1458,25.4,12,9,0,0,0,0,0,0
1451,1458,22.9,15,9,0,0,0,0,0,0
1453,1458,9.7,30,24,0,0,9,0,0,0
1454,1458,10.3,45,42,0,0,0,0,0,0
1450,1458,7.8,45,36,0,0,0,0,0,0
1455,1458,11.1,39,27,0,0,0,0,0,0
562,446,4.4,15,12,0,0,0,0,0,0
469,446,17.9,6,0,0,0,0,0,0,0
561,446,7.4,9,6,0,0,0,0,0,0
471,446,14.2,6,0,0,0,0,0,0,0
548,446,2.8,30,21,0,0,0,0,0,0
551,446,18.5,9,6,0,0,0,0,0,0
2057,446,5.1,12,12,0,0,0,0,0,0
567,446,5.4,18,15,0,0,0,0,0,0
583,446,3.1,9,6,0,0,0,0,0,0
435,446,18.6,6,0,0,0,0,0,0,0
513,446,28.6,12,9,0,0,0,0,0,0
496,446,13.8,6,0,0,0,0,0,0,0
511,446,8.1,30,24,0,0,0,0,0,0
572,446,15.4,15,12,0,0,0,0,0,0
549,446,6.8,12,6,0,0,0,0,0,0
508,446,6.2,15,12,0,0,0,0,0,0
519,446,9.9,12,9,0,0,0,0,0,0
605,446,23,9,6,0,0,0,0,0,0
568,446,5.5,12,9,0,0,0,0,0,0
2055,446,5.5,15,12,0,0,0,0,0,0
599,446,16.3,15,15,0,0,0,0,0,0
593,446,14.3,15,9,0,0,0,0,0,0
550,446,5.6,21,18,0,0,0,0,0,0
558,446,9.5,9,9,0,0,0,0,0,0
537,446,8.3,12,12,0,0,0,0,0,0
560,446,19.4,6,6,0,0,0,0,0,0
566,446,4,21,18,0,0,0,0,0,0
2060,446,4.8,24,15,0,0,0,0,0,0
194,446,8.3,9,0,0,0,0,0,0,0
530,446,4.9,12,9,0,0,0,0,0,0
577,446,3.5,33,24,0,0,0,0,0,0
531,446,3.1,15,12,0,0,0,0,0,0
598,446,17.6,9,0,0,0,0,0,0,0
606,446,25.6,9,9,0,0,0,0,0,0
515,446,14.8,15,9,0,0,0,0,0,0
573,446,4.3,15,15,0,0,0,0,0,0
535,446,3.8,21,15,0,0,0,0,0,0
574,446,3.4,48,42,0,0,0,0,0,0
492,446,9.4,9,0,0,0,0,0,0,0
594,446,1,27,21,0,0,0,0,0,0
607,446,18,6,6,0,0,0,0,0,0
545,446,11.2,6,9,0,0,0,0,0,0
523,446,10.6,9,9,0,0,0,0,0,0
570,446,6.5,6,6,0,0,0,0,0,0
587,446,3.1,24,18,0,0,0,0,0,0
582,446,3,18,15,0,0,0,0,0,0
564,446,6.1,9,6,0,0,0,0,0,0
597,446,3.5,36,24,0,0,0,0,0,0
529,446,10.5,6,6,0,0,0,0,0,0
589,446,15.1,9,9,0,0,0,0,0,0
40,446,3.3,12,6,0,0,0,0,0,0
580,446,5.6,18,15,0,0,0,0,0,0
423,446,10.4,18,12,0,0,0,0,0,0
578,446,16.2,9,6,0,0,0,0,0,0
585,446,4.5,39,30,0,0,0,0,0,0
608,446,25.3,12,9,0,0,0,0,0,0
430,446,19.8,9,9,0,0,0,0,0,0
601,446,4.9,30,24,0,0,0,0,0,0
602,446,17,24,18,0,0,0,0,0,0
488,446,13.1,6,0,0,0,0,0,0,0
565,446,5.5,9,6,0,0,0,0,0,0
571,446,3.5,15,9,0,0,0,0,0,0
595,446,2.1,45,36,0,0,0,0,0,0
506,446,2.8,9,9,0,0,0,0,0,0
538,446,9.7,6,0,0,0,0,0,0,0
553,446,11.4,6,0,0,0,0,0,0,0
509,446,28.1,6,0,0,0,0,0,0,0
556,446,7.9,12,12,0,0,0,0,0,0
592,446,21.4,9,6,0,0,0,0,0,0
2061,446,15.3,12,9,0,0,0,0,0,0
584,446,1.2,39,27,0,6,0,0,0,0
563,446,10.3,6,6,0,0,0,0,0,0
2056,446,6.3,9,6,0,0,0,0,0,0
575,446,17.1,15,9,0,0,0,0,0,0
503,446,12.4,24,21,0,0,0,0,0,0
2049,446,12.1,6,0,0,0,0,0,0,0
588,446,28.3,15,12,0,0,0,0,0,0
439,446,2.2,39,27,0,0,0,0,0,0
579,446,21.7,12,12,0,0,0,0,0,0
546,446,6.7,12,6,0,0,0,0,0,0
401,446,15.7,6,0,0,0,0,0,0,0
493,446,12.1,9,6,0,0,0,0,0,0
596,446,3.6,33,21,0,0,0,0,0,0
603,446,17.5,15,12,0,0,0,0,0,0
649,446,23,12,9,0,0,0,0,0,0
586,446,1.2,48,39,0,0,0,0,0,0
510,446,27.3,12,9,0,0,0,0,0,0
516,446,29.9,6,0,0,0,0,0,0,0
569,446,4.5,18,18,0,0,0,0,0,0
581,446,1.5,66,57,0,0,0,0,0,0
2059,446,1.2,36,27,0,6,0,0,0,0
504,446,7.7,12,9,0,0,0,0,0,0
555,446,8.4,9,9,0,0,0,0,0,0
576,446,2.1,51,48,0,0,0,0,0,0
527,446,4.5,12,9,0,0,0,0,0,0
600,446,18.6,15,9,0,0,0,0,0,0
2058,446,2.9,18,9,0,0,0,0,0,0
242,446,1.7,21,12,0,0,0,0,0,0
481,446,9.8,6,6,0,0,0,0,0,0
458,446,15.6,6,0,0,0,0,0,0,0
559,446,19.7,6,6,0,0,0,0,0,0
514,474,28.4,6,6,0,0,0,0,0,0
549,474,4.7,9,9,0,0,0,0,0,0
496,474,11.7,6,6,0,0,0,0,0,0
595,474,4.2,39,36,0,0,0,0,0,0
562,474,2.3,12,9,0,0,0,0,0,0
561,474,5.4,6,6,0,0,0,0,0,0
570,474,5,6,6,0,0,0,0,0,0
587,474,5.1,9,6,0,0,0,0,0,0
583,474,1.9,15,6,0,0,0,0,0,0
567,474,3.9,9,6,0,0,0,0,0,0
511,474,10.2,18,12,0,0,0,0,0,0
598,474,19.3,9,9,0,0,0,0,0,0
390,474,15.1,6,0,0,0,0,0,0,0
537,474,6.4,6,0,0,0,0,0,0,0
578,474,17.4,12,6,0,0,0,0,0,0
530,474,3.2,12,9,0,0,0,0,0,0
489,474,11.2,6,6,0,0,0,0,0,0
447,474,15.3,6,0,0,0,0,0,0,0
473,474,12.7,6,0,0,0,0,0,0,0
572,474,17.5,21,21,0,0,0,0,0,0
488,474,11.1,9,9,0,0,0,0,0,0
566,474,2.5,18,18,0,0,0,0,0,0
493,474,14.1,15,15,0,0,0,0,0,0
580,474,4.9,9,9,0,0,0,0,0,0
599,474,18.1,9,0,0,0,0,0,0,0
531,474,1.4,15,9,0,0,0,0,0,0
568,474,4.5,15,15,0,0,0,0,0,0
548,474,1.7,21,15,0,0,0,0,0,0
573,474,2.4,18,15,0,0,0,0,0,0
541,474,9.1,9,9,0,0,0,0,0,0
2060,474,6.3,18,12,0,0,0,0,0,0
593,474,15.8,9,6,0,0,0,0,0,0
478,474,13.7,9,6,0,0,0,0,0,0
592,474,21.8,18,21,0,0,0,0,0,0
594,474,3,12,6,0,0,0,0,0,0
519,474,7.7,12,6,0,0,0,0,0,0
550,474,3.6,12,6,0,0,0,0,0,0
527,474,2.5,12,9,0,0,0,0,0,0
571,474,1.5,9,6,0,0,0,0,0,0
423,474,8.3,6,6,0,0,0,0,0,0
464,474,14.3,9,9,0,0,0,0,0,0
582,474,2.5,12,9,0,0,0,0,0,0
508,474,8.3,9,0,0,0,0,0,0,0
545,474,9.1,9,6,0,0,0,0,0,0
500,474,10.5,9,6,0,0,0,0,0,0
577,474,5.6,27,24,0,0,0,0,0,0
494,474,12.3,6,6,0,0,0,0,0,0
2047,474,10.8,6,0,0,0,0,0,0,0
576,474,3.9,27,24,0,0,0,0,0,0
575,474,17.5,15,15,0,0,0,0,0,0
2058,474,0.8,27,18,0,0,0,0,0,0
529,474,8.5,6,0,0,0,0,0,0,0
525,474,9.7,12,0,0,0,0,0,0,0
2061,474,17.1,9,6,0,0,0,0,0,0
2057,474,3,9,9,0,0,0,0,0,0
535,474,5.7,12,9,0,0,0,0,0,0
584,474,0.9,42,30,0,9,0,0,0,0
602,474,18.7,21,15,0,0,0,0,0,0
564,474,4.4,15,15,0,0,0,0,0,0
588,474,28.3,12,6,0,0,0,0,0,0
553,474,11.8,9,9,0,0,0,0,0,0
597,474,5.6,18,15,0,0,0,0,0,0
506,474,4.5,9,6,0,0,0,0,0,0
603,474,19.5,12,12,0,0,0,0,0,0
510,474,28.3,12,6,0,0,0,0,0,0
515,474,16.6,15,12,0,0,0,0,0,0
608,474,27.4,9,6,0,0,0,0,0,0
340,474,12.2,6,6,0,0,0,0,0,0
556,474,5.8,9,0,0,0,0,0,0,0
552,474,19.5,6,0,0,0,0,0,0,0
532,474,12.5,9,0,0,0,0,0,0,0
601,474,6.7,21,15,0,0,0,0,0,0
581,474,2.3,33,24,0,0,0,0,0,0
569,474,3.4,12,9,0,0,0,0,0,0
637,474,38.1,6,0,0,0,0,0,0,0
370,474,11.3,6,0,0,0,0,0,0,0
563,474,8.5,9,6,0,0,0,0,0,0
554,474,9.1,9,0,0,0,0,0,0,0
565,474,3.7,15,12,0,0,0,0,0,0
516,474,31.2,9,0,0,0,0,0,0,0
512,474,29.8,9,0,0,0,0,0,0,0
559,474,18.3,12,9,0,0,0,0,0,0
509,474,29,6,6,0,0,0,0,0,0
589,474,17,12,9,0,0,0,0,0,0
503,474,13.1,18,18,0,0,0,0,0,0
2059,474,1.1,24,18,0,0,0,0,0,0
574,474,5.1,18,15,0,0,0,0,0,0
492,474,7.3,6,6,0,0,0,0,0,0
469,474,16,6,0,0,0,0,0,0,0
542,474,8,9,6,0,0,0,0,0,0
555,474,6.3,9,0,0,0,0,0,0,0
546,474,4.6,9,9,0,0,0,0,0,0
2054,474,3.8,12,9,0,0,0,0,0,0
579,474,21.8,12,9,0,0,0,0,0,0
40,474,1.2,9,9,0,0,0,0,0,0
2056,474,5,6,0,0,0,0,0,0,0
607,474,19.9,12,9,0,0,0,0,0,0
495,474,9.8,6,0,0,0,0,0,0,0
523,474,8.7,6,0,0,0,0,0,0,0
446,474,2.1,12,6,0,0,0,0,0,0
271,474,9.3,6,0,0,0,0,0,0,0
596,474,4.9,21,15,0,0,0,0,0,0
242,474,3.2,9,6,0,0,0,0,0,0
600,474,20.3,9,6,0,0,0,0,0,0
586,474,1.7,30,30,0,0,0,0,0,0
439,474,4.3,18,12,0,0,0,0,0,0
649,474,25.2,9,6,0,0,0,0,0,0
585,474,4.1,15,15,0,0,0,0,0,0
581,548,1.8,6,6,0,0,9,0,0,0
573,548,1.8,6,6,0,0,0,0,0,0
584,548,1.9,0,0,0,0,66,24,0,45
2059,548,2.5,12,6,0,0,0,0,0,0
529,548,9.2,6,0,0,0,0,0,0,0
587,548,4.9,9,0,0,0,0,0,0,0
601,548,6.1,6,0,0,0,0,0,0,0
577,548,6.1,6,6,0,0,0,0,0,0
568,548,6.1,6,6,0,0,0,0,0,0
576,581,1.9,0,0,0,0,6,6,0,0
573,581,3.6,6,0,0,0,0,0,0,0
2058,581,2.8,0,0,0,0,9,9,0,0
548,581,1.8,6,0,0,0,12,9,0,0
595,581,3.1,6,0,0,0,0,0,0,0
584,242,2.3,0,0,0,0,6,0,0,0
131,242,40.6,6,0,0,0,0,0,0,0
548,242,2.8,0,0,0,0,9,9,0,0
594,242,1.3,0,0,0,0,33,24,0,9
577,242,3.6,0,0,0,0,6,6,0,0
596,242,1.9,0,0,0,0,18,15,0,0
587,242,2.1,0,0,0,0,12,12,0,0
446,242,1.7,0,0,0,0,18,15,0,0
439,242,1.8,0,0,0,0,6,6,0,0
574,242,1.9,0,0,0,0,21,15,0,0
576,242,1,12,9,0,0,42,30,0,6
581,242,1,15,9,0,0,129,72,0,54
548,584,1.9,0,0,0,0,9,6,0,0
508,584,7.4,6,6,0,0,0,0,0,0
595,584,3.3,9,9,0,0,0,0,0,0
2059,584,0.6,9,6,0,0,0,0,0,0
597,584,4.7,6,6,0,0,0,0,0,0
586,584,1.1,12,9,0,0,0,0,0,0
439,584,3.4,9,9,0,0,0,0,0,0
576,584,3,12,12,0,0,0,0,0,0
581,584,1.6,15,9,0,0,15,12,0,0
594,584,2.1,6,0,0,0,0,0,0,0
585,584,4.2,0,0,0,0,9,6,0,0
574,584,4.2,6,0,0,0,0,0,0,0
587,584,4.1,12,6,0,0,0,0,0,0
1390,1401,5.4,0,0,0,0,24,18,0,0
1297,1401,6.3,0,0,0,0,6,0,0,0
1336,1401,4.8,0,0,0,0,6,0,0,0
352,154,23.7,6,6,0,0,0,0,0,0
257,154,8.6,45,33,0,0,0,0,0,0
477,154,14.6,6,6,0,0,0,0,0,0
331,154,11.3,15,12,0,0,0,0,0,0
167,154,7.9,36,27,0,0,6,0,0,0
230,154,9.8,33,21,0,0,0,0,0,0
186,154,6.8,48,39,0,0,0,0,0,0
203,154,16.6,9,9,0,0,0,0,0,0
263,154,13.9,12,12,0,0,0,0,0,0
300,154,17.2,6,0,0,0,0,0,0,0
249,154,4.4,48,33,6,0,0,0,0,0
162,154,18.4,12,12,0,0,0,0,0,0
304,154,2.5,54,39,12,0,18,9,0,0
305,154,4.5,84,54,15,6,9,9,0,0
184,154,8.6,12,0,0,0,0,0,0,0
274,154,3.1,90,60,12,9,6,0,0,0
166,154,8.5,51,45,0,0,0,0,0,0
244,154,22.9,6,6,0,0,0,0,0,0
267,154,12.1,9,9,0,0,0,0,0,0
138,154,8.3,18,9,0,0,0,0,0,0
209,154,12.5,15,15,0,0,0,0,0,0
275,154,11.5,9,0,0,0,0,0,0,0
258,154,3.4,42,33,0,0,9,0,0,0
165,154,10.8,24,24,0,0,0,0,0,0
196,154,6.6,48,36,6,0,0,0,0,0
150,154,20.8,24,18,0,0,0,0,0,0
180,154,16.5,21,15,0,0,0,0,0,0
320,154,17.4,6,6,0,0,0,0,0,0
225,154,3.9,75,45,21,0,21,0,12,0
126,154,24,15,9,0,0,0,0,0,0
153,154,16.5,36,30,0,0,0,0,0,0
371,154,9.1,15,6,6,0,0,0,0,0
393,154,17,9,6,0,0,0,0,0,0
394,154,10.5,12,9,0,0,0,0,0,0
427,154,12.4,9,9,0,0,0,0,0,0
299,154,9.7,12,9,0,0,0,0,0,0
2018,154,7.6,66,51,9,0,12,0,0,0
282,154,1.4,84,54,18,0,6,0,0,0
149,154,23.8,21,18,0,0,0,0,0,0
122,154,32.3,15,15,0,0,0,0,0,0
520,154,20.1,6,0,0,0,0,0,0,0
411,154,15.1,6,6,0,0,0,0,0,0
400,154,13.8,6,0,0,0,0,0,0,0
366,154,8.2,18,12,0,0,0,0,0,0
402,154,12.5,9,6,0,0,0,0,0,0
232,154,4.2,48,24,15,0,6,0,0,0
336,154,15,12,9,0,0,0,0,0,0
256,154,8.3,6,0,0,0,0,0,0,0
277,154,15.6,15,15,0,0,0,0,0,0
211,154,5.1,39,27,9,0,0,0,0,0
343,154,11.9,24,15,9,0,0,0,0,0
252,154,15.4,6,0,0,0,0,0,0,0
378,154,14.8,12,9,0,0,0,0,0,0
330,154,16.3,9,9,0,0,0,0,0,0
380,154,14.4,6,0,0,0,0,0,0,0
298,154,15.8,6,0,0,0,0,0,0,0
259,154,11.7,9,9,0,0,0,0,0,0
385,154,8.4,9,6,0,0,0,0,0,0
421,154,11,6,0,0,0,0,0,0,0
246,154,5.6,45,27,9,0,0,0,0,0
238,154,13,6,6,0,0,0,0,0,0
266,154,13.7,12,12,0,0,0,0,0,0
250,154,9,9,0,0,0,0,0,0,0
152,154,20.9,15,12,0,0,0,0,0,0
2032,154,15.9,9,0,0,0,0,0,0,0
207,154,6.1,42,36,0,0,0,0,0,0
210,154,18.9,6,6,0,0,0,0,0,0
312,154,4.7,36,33,6,0,0,0,0,0
301,154,19.8,12,9,0,0,0,0,0,0
349,154,16.6,12,9,0,0,0,0,0,0
2019,154,7.9,57,48,0,0,0,0,0,0
406,154,27.6,6,0,0,0,0,0,0,0
314,154,14.6,6,0,0,0,0,0,0,0
155,154,2.1,12,9,0,0,0,0,0,0
268,154,12,9,6,0,0,0,0,0,0
229,154,9.3,42,33,0,0,0,0,0,0
39,154,7.3,12,0,0,0,0,0,0,0
407,154,17.4,12,6,0,0,0,0,0,0
265,154,4.6,51,42,0,0,0,0,0,0
100,154,42.8,9,0,0,0,0,0,0,0
328,154,16.5,9,6,0,0,0,0,0,0
362,154,13.6,6,0,0,0,0,0,0,0
2037,154,15.7,9,6,0,0,0,0,0,0
310,154,7.3,45,36,0,0,0,0,0,0
102,154,6.3,9,0,0,0,0,0,0,0
158,154,8.7,6,0,0,0,0,0,0,0
355,154,11.2,6,0,0,0,0,0,0,0
156,154,5.1,24,12,6,0,0,0,0,0
2012,154,24.6,12,9,0,0,0,0,0,0
306,154,5.2,51,39,6,0,9,0,0,0
191,154,12.3,12,9,0,0,0,0,0,0
132,154,7.2,39,36,0,0,0,0,0,0
436,154,12.4,6,0,0,0,0,0,0,0
2017,154,8.1,21,9,9,0,0,0,0,0
339,154,2.2,174,108,9,45,33,21,0,0
231,154,5.2,42,33,0,0,0,0,0,0
318,154,7.5,60,51,9,0,0,0,0,0
399,154,15.3,6,0,0,0,0,0,0,0
413,154,12.7,6,0,0,0,0,0,0,0
143,154,23.1,6,0,0,0,0,0,0,0
376,154,11.6,9,6,0,0,0,0,0,0
283,154,7.8,18,15,0,0,0,0,0,0
337,154,7.7,18,0,12,0,9,0,9,0
315,154,1.8,72,33,0,30,18,6,0,9
243,154,16.6,6,6,0,0,0,0,0,0
316,154,10,15,9,0,0,0,0,0,0
2035,154,12.7,9,6,0,0,0,0,0,0
360,154,16.1,15,9,0,0,0,0,0,0
284,154,15.2,9,9,0,0,0,0,0,0
117,154,6.9,6,0,0,0,0,0,0,0
412,154,11.4,12,6,0,0,0,0,0,0
234,154,7.3,15,0,9,0,0,0,0,0
288,154,13.6,9,9,0,0,0,0,0,0
