"fid","tid","d","wtot","wcr","wpt","wac","etot","ecr","ept","eac"
62,70,7.4,6,0,0,0,54,36,18,0
65,70,2.9,12,6,0,0,24,24,0,0
75,70,7.6,12,9,0,0,0,0,0,0
67,70,5.3,6,0,0,0,0,0,0,0
54,70,10.7,9,9,0,0,0,0,0,0
87,70,5,9,6,0,0,0,0,0,0
56,70,7.1,6,0,0,0,0,0,0,0
52,70,14.3,9,6,0,0,0,0,0,0
2009,70,6.1,0,0,0,0,33,21,12,0
74,70,5.5,9,6,0,0,0,0,0,0
79,70,6.9,6,0,0,0,0,0,0,0
77,70,25,6,6,0,0,0,0,0,0
1935,1924,3,0,0,0,0,15,15,0,0
2134,1924,2.4,0,0,0,0,18,18,0,0
1905,1924,1.7,0,0,0,0,9,9,0,0
1907,1924,4.6,6,0,0,0,0,0,0,0
1892,1924,1.5,6,0,0,0,33,33,0,0
89,821,6.9,9,9,0,0,0,0,0,0
811,821,6.4,9,6,0,0,0,0,0,0
817,821,3.6,9,6,0,0,0,0,0,0
1669,1737,0.8,6,0,0,0,6,0,0,0
1686,1594,3.7,36,27,0,0,0,0,0,0
1689,1594,4.8,39,30,0,0,0,0,0,0
1712,1594,3.8,48,33,6,9,0,0,0,0
1631,1594,3.1,39,24,0,6,0,0,0,0
1768,1594,13.2,12,6,0,0,0,0,0,0
2119,1594,5.4,21,15,0,0,0,0,0,0
1662,1594,6.2,30,21,0,0,0,0,0,0
1563,1594,2,12,0,0,0,0,0,0,0
1690,1594,4.2,24,15,0,0,0,0,0,0
1717,1594,2.5,21,15,0,0,0,0,0,0
1620,1594,19.8,12,12,0,0,0,0,0,0
1659,1594,24.3,21,15,0,0,0,0,0,0
1715,1594,5.5,21,15,0,0,0,0,0,0
1725,1594,1.1,15,12,0,0,0,0,0,0
1698,1594,4.6,24,15,0,0,0,0,0,0
1751,1594,14.1,6,6,0,0,0,0,0,0
1649,1594,10.6,15,9,0,0,0,0,0,0
1668,1594,3.8,18,9,0,0,0,0,0,0
1678,1594,6.4,9,9,0,0,0,0,0,0
1700,1594,3.4,12,6,0,0,0,0,0,0
1582,1594,26.3,12,9,0,0,0,0,0,0
1770,1594,14.7,21,15,0,0,0,0,0,0
1716,1594,7.9,21,15,0,0,0,0,0,0
1667,1594,3.8,24,18,0,0,0,0,0,0
1664,1594,5.1,18,12,0,0,0,0,0,0
1726,1594,9.8,48,45,0,0,0,0,0,0
1746,1594,11,15,12,0,0,0,0,0,0
1739,1594,8.7,24,18,0,0,0,0,0,0
1559,1594,33,9,6,0,0,0,0,0,0
1710,1594,9.7,24,15,0,0,0,0,0,0
1614,1594,12.5,12,9,0,0,0,0,0,0
1723,1594,4.8,27,21,0,0,0,0,0,0
1735,1594,3.9,6,0,0,0,0,0,0,0
1621,1594,6.8,18,15,0,0,0,0,0,0
1622,1594,5.4,24,12,0,0,0,0,0,0
1606,1594,10.4,21,12,0,0,0,0,0,0
1644,1594,6.8,36,27,0,0,0,0,0,0
1626,1594,4.8,9,6,0,0,0,0,0,0
1741,1594,4.9,27,15,0,0,0,0,0,0
1742,1594,9.6,24,21,0,0,0,0,0,0
1727,1594,5.7,21,15,0,0,0,0,0,0
1721,1594,9.9,24,15,0,0,0,0,0,0
1577,1594,8.4,21,15,0,0,0,0,0,0
1707,1594,7.6,72,69,0,0,0,0,0,0
1718,1594,4.6,21,15,0,0,0,0,0,0
1733,1594,4.5,51,45,0,6,0,0,0,0
1638,1594,7,18,15,0,0,0,0,0,0
1703,1594,6.5,18,15,0,0,0,0,0,0
1736,1594,5.4,24,24,0,0,0,0,0,0
1643,1594,8,15,9,0,0,0,0,0,0
1671,1594,1.6,6,0,0,0,0,0,0,0
1663,1594,5.8,12,9,0,0,0,0,0,0
2120,1594,4.7,21,18,0,0,0,0,0,0
1616,1594,2.7,27,15,0,0,0,0,0,0
1680,1594,20.5,12,12,0,0,0,0,0,0
2125,1594,4.7,15,9,0,0,0,0,0,0
1615,1594,3.9,27,27,0,0,0,0,0,0
2123,1594,6.7,12,6,0,0,0,0,0,0
1660,1594,8.8,12,12,0,0,0,0,0,0
1572,1594,7.1,6,6,0,0,0,0,0,0
1729,1594,2.3,24,15,0,0,0,0,0,0
1666,1594,4.9,36,30,0,0,0,0,0,0
1737,1594,0.6,54,18,0,30,6,0,0,0
1650,1594,6,12,9,0,0,0,0,0,0
1647,1594,5.4,12,9,0,0,0,0,0,0
1674,1594,2.3,21,9,0,0,0,0,0,0
1683,1594,3,33,24,0,0,0,0,0,0
2121,1594,5,15,9,0,0,0,0,0,0
1656,1594,7,15,9,0,0,0,0,0,0
1761,1594,20.6,9,9,0,0,0,0,0,0
1728,1594,1.9,15,12,0,0,0,0,0,0
1730,1594,3.2,30,24,0,6,0,0,0,0
1592,1594,42.1,6,0,0,0,0,0,0,0
1651,1594,6.2,33,27,0,0,0,0,0,0
1719,1594,12.4,27,18,0,0,0,0,0,0
1665,1594,4.2,12,6,0,0,0,0,0,0
1740,1594,7.5,9,9,0,0,0,0,0,0
1605,1594,20.2,15,12,0,0,0,0,0,0
1732,1594,3.4,24,18,0,0,0,0,0,0
1695,1594,6.8,21,15,0,0,0,0,0,0
1697,1594,5.6,12,9,0,0,0,0,0,0
1640,1594,5.7,30,18,0,6,0,0,0,0
1699,1594,1.5,27,12,0,6,0,0,0,0
1652,1594,2.6,18,12,0,0,0,0,0,0
1771,1594,21.6,15,12,0,0,0,0,0,0
1687,1594,3.3,21,18,0,0,0,0,0,0
1655,1594,5.6,18,15,0,0,0,0,0,0
1612,1594,6.8,24,18,0,0,0,0,0,0
1676,1594,9.1,12,9,0,0,0,0,0,0
1568,1594,24.7,6,0,0,0,0,0,0,0
1586,1594,35.4,6,0,0,0,0,0,0,0
1619,1594,16.2,6,0,0,0,0,0,0,0
1731,1594,2.2,33,15,0,9,0,0,0,0
2122,1594,10.6,9,6,0,0,0,0,0,0
1669,1594,1.2,60,33,0,24,0,0,0,0
1744,1594,8.6,45,42,0,0,0,0,0,0
1764,1594,23.3,12,6,0,0,0,0,0,0
1623,1594,5,36,30,0,0,0,0,0,0
1743,1594,4.1,24,15,0,0,0,0,0,0
1590,1594,1.8,15,6,0,0,0,0,0,0
1694,1594,3.1,24,15,0,0,0,0,0,0
1646,1594,6.6,21,15,0,0,0,0,0,0
1648,1594,6.4,27,18,0,0,0,0,0,0
1762,1594,19.1,18,15,0,0,0,0,0,0
1681,1594,16,6,0,0,0,0,0,0,0
1688,1594,4.8,21,12,0,0,0,0,0,0
2116,1594,6.2,12,12,0,0,0,0,0,0
1641,1594,5,30,27,0,0,0,0,0,0
1713,1594,9.6,24,18,0,0,0,0,0,0
1705,1594,5.8,15,15,0,0,0,0,0,0
1706,1594,6.3,33,21,0,0,0,0,0,0
1704,1594,5.3,6,6,0,0,0,0,0,0
1711,1594,9.9,21,15,0,0,0,0,0,0
1634,1594,4.7,18,9,0,0,0,0,0,0
2126,1594,10.3,6,0,0,0,0,0,0,0
1677,1594,10.2,33,24,0,0,0,0,0,0
1574,1594,3.8,6,6,0,0,0,0,0,0
1673,1594,9.8,12,6,0,0,0,0,0,0
1701,1594,5.9,27,15,0,0,0,0,0,0
1734,1594,1.7,39,21,0,9,0,0,0,0
1521,1594,2.8,27,18,0,6,0,0,0,0
1685,1594,2.4,30,15,0,6,0,0,0,0
1692,1594,3.4,36,15,0,12,0,0,0,0
1757,1594,18.7,30,27,0,0,0,0,0,0
1709,1594,9.4,30,30,0,0,0,0,0,0
1599,1594,16.5,6,6,0,0,0,0,0,0
1763,1594,35.5,6,0,0,0,0,0,0,0
1653,1594,8,30,27,0,0,0,0,0,0
1585,1594,44.3,6,0,0,0,0,0,0,0
1724,1594,3,24,15,0,0,0,0,0,0
1691,1594,0.5,48,21,0,21,0,0,0,0
2124,1594,4.9,6,0,0,0,0,0,0,0
1556,1594,2.6,21,18,0,0,0,0,0,0
1627,1594,3.6,18,12,0,0,0,0,0,0
1714,1594,7.1,18,15,0,0,0,0,0,0
1596,1594,27.7,6,6,0,0,0,0,0,0
1684,1594,2.7,39,21,0,9,0,0,0,0
1679,1594,6.9,30,21,0,0,0,0,0,0
1765,1594,43.1,6,6,0,0,0,0,0,0
2115,1594,7.9,12,9,0,0,0,0,0,0
1637,1594,12,9,9,0,0,0,0,0,0
1629,1594,8.2,6,0,0,0,0,0,0,0
1657,1594,4.9,30,18,0,0,0,0,0,0
1628,1594,9.5,21,18,0,0,0,0,0,0
1618,1594,4.6,21,12,0,0,0,0,0,0
1654,1594,8.2,24,21,0,0,0,0,0,0
1633,1594,9.2,18,15,0,0,0,0,0,0
1702,1594,6.2,12,9,0,0,0,0,0,0
1675,1594,5.6,27,21,0,0,0,0,0,0
1624,1594,5.7,18,9,0,0,0,0,0,0
1645,1594,4.5,33,24,0,0,0,0,0,0
1658,1594,3,27,18,0,0,0,0,0,0
1760,1594,22.3,9,0,0,0,0,0,0,0
1625,1594,4.1,27,21,0,0,0,0,0,0
2118,1594,6.3,21,18,0,0,0,0,0,0
1670,1594,3.6,42,27,6,0,0,0,0,0
1747,1594,13.7,12,12,0,0,0,0,0,0
2117,1594,7.3,18,15,0,0,0,0,0,0
1639,1594,7.7,30,24,0,0,0,0,0,0
1566,1594,3.8,36,27,0,6,0,0,0,0
1557,1594,1.9,18,15,0,0,0,0,0,0
1682,1594,8.3,18,12,0,0,0,0,0,0
1738,1594,3.1,24,12,0,0,0,0,0,0
1767,1594,21.3,12,6,0,0,0,0,0,0
1693,1594,13.7,12,15,0,0,0,0,0,0
1722,1594,7.4,21,15,0,0,0,0,0,0
1720,1594,3.8,27,21,0,0,0,0,0,0
1630,1594,3.1,15,6,0,0,0,0,0,0
1728,1691,1.5,6,6,0,0,0,0,0,0
1731,1691,2,9,0,0,0,0,0,0,0
1688,1691,4.7,6,0,0,0,0,0,0,0
1744,1691,8.8,9,6,0,0,0,0,0,0
1737,1691,0.8,21,12,0,0,36,18,0,15
1694,1691,2.6,9,6,0,0,0,0,0,0
1668,1691,4.3,6,0,0,0,0,0,0,0
1683,1691,3.5,6,0,0,0,0,0,0,0
1699,1691,1.5,12,6,0,0,0,0,0,0
1692,1691,3.5,12,0,0,0,0,0,0,0
1732,1691,3,9,6,0,0,0,0,0,0
1707,1691,7,15,12,0,0,0,0,0,0
1713,1691,10.1,6,0,0,0,0,0,0,0
1729,1691,2.5,9,6,0,0,0,0,0,0
1670,1691,4,15,6,0,0,0,0,0,0
1615,1691,4.3,6,0,0,0,0,0,0,0
1712,1691,4.3,9,6,0,0,0,0,0,0
1706,1691,5.8,6,6,0,0,0,0,0,0
1733,1691,4.3,6,0,0,0,0,0,0,0
1701,1691,5.4,9,6,0,0,0,0,0,0
1624,1691,6.1,9,0,0,0,0,0,0,0
1674,1691,2.2,9,0,0,0,0,0,0,0
1724,1691,2.5,6,0,0,0,0,0,0,0
1738,1691,3.3,6,0,0,0,0,0,0,0
1697,1691,6.1,9,6,0,0,0,0,0,0
1669,1691,0.9,15,9,0,0,12,9,0,0
1695,1691,6.3,12,9,0,0,0,0,0,0
1631,1691,3.6,9,6,0,0,0,0,0,0
1658,1691,2.6,18,12,0,0,9,9,0,0
1628,1691,10,12,6,0,0,0,0,0,0
1722,1691,8,6,6,0,0,0,0,0,0
1521,1691,3.2,6,0,0,0,0,0,0,0
1639,1691,7.5,6,0,0,0,0,0,0,0
1684,1691,2.4,12,6,0,0,0,0,0,0
1622,1691,5.6,6,0,0,0,0,0,0,0
1641,1691,4.7,9,9,0,0,0,0,0,0
1720,1691,4.1,6,0,0,0,0,0,0,0
1689,1691,4.3,15,6,0,0,0,0,0,0
1770,1691,14.2,6,0,0,0,0,0,0,0
1734,1691,1.2,12,6,0,0,0,0,0,0
5,11,6.6,6,6,0,0,6,6,0,0
1051,998,2.7,30,21,0,0,9,9,0,0
1054,998,5.4,27,18,0,0,0,0,0,0
1008,998,21.1,12,12,0,0,0,0,0,0
985,998,6.6,36,30,0,0,0,0,0,0
1050,998,4.4,33,24,0,0,0,0,0,0
1009,998,35.1,6,6,0,0,0,0,0,0
1045,998,18.8,6,6,0,0,0,0,0,0
1039,998,19.7,15,15,0,0,0,0,0,0
1001,998,7.9,36,39,0,0,0,0,0,0
1049,998,1.7,39,27,0,0,6,6,0,0
993,998,16.2,9,9,0,0,0,0,0,0
1040,998,18.1,9,6,0,0,0,0,0,0
1018,998,3.7,51,42,0,0,0,0,0,0
1042,998,2.9,51,45,0,0,9,9,0,0
1058,998,3.5,33,30,0,0,0,0,0,0
1059,998,4.5,30,24,0,0,0,0,0,0
990,998,16.5,6,6,0,0,0,0,0,0
1021,998,54.1,12,12,0,0,0,0,0,0
1038,998,19.6,12,9,0,0,0,0,0,0
1006,998,17.7,6,6,0,0,0,0,0,0
1035,998,18.4,9,9,0,0,0,0,0,0
995,998,22.3,12,12,0,0,0,0,0,0
1033,998,17.1,6,0,0,0,0,0,0,0
987,998,10.4,39,33,0,0,0,0,0,0
1025,998,16.3,9,9,0,0,0,0,0,0
1052,998,7,30,21,0,0,0,0,0,0
1016,998,5.5,36,33,0,0,0,0,0,0
1056,998,5.8,9,9,0,0,0,0,0,0
965,998,3.3,63,45,0,6,12,12,0,0
1053,998,1.8,48,42,0,0,18,18,0,0
996,998,5.7,54,45,0,0,12,12,0,0
1046,998,31.6,9,9,0,0,0,0,0,0
1043,998,11.6,15,9,0,0,0,0,0,0
997,998,2.1,6,0,0,0,0,0,0,0
1024,998,19.2,9,9,0,0,0,0,0,0
2082,998,4.2,45,39,0,0,0,0,0,0
1014,998,21.7,15,12,0,0,0,0,0,0
1044,998,17.1,12,9,0,0,0,0,0,0
1005,998,18.6,6,6,0,0,0,0,0,0
1037,998,16.9,9,0,0,0,0,0,0,0
1036,998,19,6,0,0,0,0,0,0,0
1012,998,20.2,9,6,0,0,0,0,0,0
2081,998,3.8,33,33,0,0,0,0,0,0
1019,998,6.8,39,39,0,0,6,6,0,0
1041,998,1.9,42,27,0,0,0,0,0,0
1057,998,3.5,27,21,0,0,0,0,0,0
1017,998,6.7,42,42,0,0,0,0,0,0
1023,998,3,27,21,0,0,6,6,0,0
1060,998,3.8,51,39,0,0,0,0,0,0
1004,998,17.8,6,6,0,0,0,0,0,0
1013,998,38.6,15,12,0,0,0,0,0,0
1015,998,0.9,114,93,0,21,45,27,0,15
986,998,1.5,90,69,0,9,18,18,0,0
1055,998,5.3,18,15,0,0,0,0,0,0
999,998,8.9,48,39,0,0,0,0,0,0
1706,1689,1.5,15,12,0,0,24,21,0,0
1674,1689,3.9,6,0,0,0,0,0,0,0
2117,1689,5.3,6,6,0,0,0,0,0,0
1679,1689,3.3,15,9,0,0,15,15,0,0
1729,1689,6.3,6,6,0,0,0,0,0,0
1691,1689,4.3,12,0,0,0,0,0,0,0
1703,1689,2.7,0,0,0,0,12,12,0,0
1641,1689,3.6,6,6,0,0,0,0,0,0
1723,1689,1.4,6,0,0,0,21,21,0,0
1669,1689,4.5,6,6,0,0,0,0,0,0
1737,1689,5,6,0,0,0,0,0,0,0
1694,1689,1.9,15,12,0,0,18,18,0,0
1652,1689,7.5,6,0,0,0,0,0,0,0
1768,1689,9,6,6,0,0,0,0,0,0
2121,1689,0.8,0,0,0,0,6,0,0,0
1724,1689,2.7,15,12,0,0,6,6,0,0
1695,1689,2.8,12,6,0,0,6,6,0,0
1727,1689,9.8,6,6,0,0,0,0,0,0
1705,1689,2,0,0,0,0,12,6,0,0
1623,1689,5.7,6,0,0,0,0,0,0,0
1707,1689,2.7,15,12,0,0,9,6,0,0
1701,1689,1.4,21,18,0,0,21,18,0,0
1670,1689,8.3,9,6,0,0,0,0,0,0
1658,1689,1.8,18,12,0,0,9,9,0,0
1734,1689,3.3,9,9,0,0,0,0,0,0
604,516,15.7,9,9,0,0,0,0,0,0
602,516,14.2,6,6,0,0,0,0,0,0
509,516,6.9,0,0,0,0,15,9,6,0
512,516,5.8,6,6,0,0,21,18,0,0
513,516,5.1,0,0,0,0,30,27,0,0
505,516,10.1,9,6,0,0,15,12,0,0
607,516,14.3,6,6,0,0,0,0,0,0
515,516,16.2,12,6,0,0,0,0,0,0
588,516,20.2,9,6,0,0,6,6,0,0
605,516,15.8,9,9,0,0,0,0,0,0
514,516,4.8,0,0,0,0,24,24,0,0
510,516,6,9,9,0,0,30,30,0,0
1749,1750,4,81,72,0,0,36,15,18,0
2127,1750,19.7,12,12,0,0,0,0,0,0
1752,1750,14.9,36,33,0,0,21,6,9,0
1752,1749,18.5,9,6,0,0,18,9,6,0
1750,1749,4,18,9,0,0,9,9,0,0
2127,1749,19.5,9,0,0,0,0,0,0,0
1006,1024,2.3,9,6,0,0,51,36,0,12
1044,1024,2.2,9,6,0,0,30,18,0,9
1043,1024,9.4,9,9,0,0,18,9,9,0
1038,1024,0.8,27,21,0,0,87,45,0,42
990,1024,3.3,12,9,0,0,33,24,0,0
1039,1024,4.8,15,12,0,0,9,0,0,0
995,1024,5.4,6,0,0,0,0,0,0,0
1012,1024,4.2,0,0,0,0,9,0,0,0
1009,1024,17,0,0,0,0,12,0,0,0
1045,1024,1.8,9,9,0,0,36,12,0,18
1003,1024,5.9,0,0,0,0,6,0,0,0
1032,1024,4.7,6,6,0,0,36,9,18,0
993,1024,4.4,6,0,0,0,12,0,9,0
1005,1024,1.7,18,15,0,0,63,30,0,33
994,1024,1.3,0,0,0,0,9,0,0,0
988,1024,6.9,0,0,0,0,9,0,6,0
1040,1024,11.5,6,6,0,0,0,0,0,0
1008,1024,5.1,15,15,0,0,9,6,0,0
1033,1024,7.5,6,6,0,0,0,0,0,0
992,1024,2.7,9,6,0,0,21,6,0,6
1034,1024,6.9,12,9,0,0,33,12,9,0
1028,1024,38.6,0,0,0,0,9,0,0,0
1022,1024,5.4,0,0,0,0,39,18,12,0
1015,1024,18.6,6,6,0,0,0,0,0,0
1031,1024,6.1,12,6,0,0,27,12,12,0
1026,1024,3.4,0,0,0,0,9,0,0,0
991,1024,2.6,9,9,0,0,33,12,0,15
1037,1024,2.5,15,9,0,0,39,27,0,0
1014,1024,4.3,15,15,0,0,21,6,12,0
1036,1024,0.8,12,9,0,0,42,18,0,21
1025,1024,3,15,9,0,0,30,21,0,0
1004,1024,1.8,12,9,0,0,39,21,0,21
1035,1024,1.3,9,6,0,0,36,12,0,21
266,155,11.9,9,6,0,0,0,0,0,0
376,155,10.4,6,0,0,0,0,0,0,0
288,155,11.6,12,12,0,0,0,0,0,0
283,155,5.7,6,6,0,0,0,0,0,0
122,155,32.3,15,6,0,0,0,0,0,0
330,155,14.2,0,0,0,0,9,9,0,0
265,155,5.9,9,9,0,0,9,0,0,0
264,155,7.3,6,6,0,0,0,0,0,0
306,155,4.7,24,21,0,0,9,9,0,0
178,155,21.6,15,9,0,0,6,0,0,0
431,155,12.2,6,0,0,0,0,0,0,0
274,155,3.2,9,9,0,0,0,0,0,0
250,155,7.1,9,6,0,0,0,0,0,0
2042,155,13.2,9,9,0,0,0,0,0,0
393,155,15.1,9,9,0,0,0,0,0,0
348,155,18.7,6,6,0,0,6,6,0,0
327,155,15.8,6,0,0,0,0,0,0,0
373,155,7.2,6,0,0,0,0,0,0,0
297,155,16.1,6,0,0,0,0,0,0,0
252,155,14,6,0,0,0,0,0,0,0
405,155,10.3,6,0,0,0,0,0,0,0
237,155,0.9,24,15,0,0,18,0,0,12
186,155,8.1,12,9,0,0,6,0,0,0
196,155,4.6,21,18,0,0,15,9,0,0
143,155,23.3,6,6,0,0,0,0,0,0
315,155,2.4,9,6,0,0,0,0,0,0
236,155,3.6,24,15,9,0,6,0,0,0
2031,155,12.5,9,9,0,0,0,0,0,0
2033,155,12.3,0,0,0,0,6,0,0,0
325,155,4.9,6,6,0,0,0,0,0,0
247,155,5.7,12,12,0,0,0,0,0,0
253,155,6.8,12,12,0,0,6,0,0,0
211,155,3.1,27,21,0,0,9,6,0,0
190,155,6.4,6,0,0,0,0,0,0,0
224,155,4.8,42,36,0,0,15,12,0,0
392,155,13.7,6,0,0,0,0,0,0,0
188,155,6.2,12,12,0,0,6,0,0,0
251,155,11.2,6,0,0,0,0,0,0,0
132,155,7.6,0,0,0,0,12,6,0,0
337,155,6,12,0,0,0,0,0,0,0
396,155,12.6,6,0,0,0,0,0,0,0
365,155,5.6,9,0,0,0,0,0,0,0
356,155,2.9,9,6,0,0,6,0,0,0
263,155,11.9,0,0,0,0,6,0,0,0
321,155,15.2,6,6,0,0,6,0,0,0
294,155,4.8,12,9,0,0,18,6,6,0
284,155,13.3,12,12,0,0,0,0,0,0
314,155,12.5,12,9,0,0,0,0,0,0
208,155,10.6,9,9,0,0,6,0,0,0
262,155,5.2,21,18,0,0,0,0,0,0
273,155,4.1,27,18,0,0,12,6,0,0
421,155,10.9,6,0,0,0,0,0,0,0
245,155,11,18,15,0,0,9,0,0,0
144,155,23.7,12,9,0,0,0,0,0,0
230,155,8.3,15,9,0,0,9,0,0,0
179,155,18.6,9,0,0,0,0,0,0,0
2021,155,6,9,6,0,0,0,0,0,0
105,155,38.2,12,12,0,0,6,0,0,0
369,155,16.3,0,0,0,0,6,0,0,0
318,155,6.1,24,18,0,0,6,6,0,0
374,155,16.7,6,6,0,0,0,0,0,0
308,155,5.5,30,24,0,0,6,0,0,0
443,155,11.9,6,0,0,0,0,0,0,0
304,155,1.2,36,21,0,6,30,12,0,9
184,155,6.9,6,0,0,0,0,0,0,0
550,155,26.8,0,0,0,0,9,0,0,0
324,155,7.8,6,6,0,0,0,0,0,0
225,155,2.9,39,27,9,0,15,0,0,0
415,155,11.6,9,0,0,0,0,0,0,0
233,155,1.8,30,21,0,0,12,0,0,6
477,155,13.9,6,6,0,0,0,0,0,0
2013,155,19.5,9,9,0,0,0,0,0,0
339,155,2.1,24,21,0,0,6,0,0,0
153,155,17.8,9,0,0,0,6,0,0,0
279,155,12.9,12,9,0,0,0,0,0,0
183,155,20.1,6,9,0,0,12,6,0,0
255,155,3.5,30,21,0,0,9,9,0,0
355,155,9.4,9,0,0,0,0,0,0,0
249,155,2.3,18,15,0,0,0,0,0,0
287,155,16.7,0,0,0,0,6,0,0,0
437,155,12.5,9,6,0,0,0,0,0,0
482,155,15.1,0,0,0,0,9,0,0,0
228,155,10.2,15,9,0,0,6,0,0,0
261,155,8.1,9,9,0,0,9,6,0,0
296,155,15.4,0,0,0,0,6,0,0,0
2019,155,7.5,12,12,0,0,9,9,0,0
191,155,11.1,6,0,0,0,0,0,0,0
110,155,1,36,24,0,0,12,0,0,0
168,155,3.2,21,15,0,0,15,0,6,0
260,155,10.3,9,9,0,0,0,0,0,0
305,155,4.3,15,12,0,0,12,12,0,0
501,155,18.2,0,0,0,0,9,6,0,0
229,155,10.6,21,18,0,0,6,0,0,0
343,155,10.1,9,9,0,0,0,0,0,0
310,155,5.5,30,21,0,0,0,0,0,0
246,155,5.1,15,12,0,0,0,0,0,0
257,155,7.7,24,21,0,0,12,9,0,0
152,155,22,0,0,0,0,12,0,9,0
581,155,31.8,9,6,0,0,0,0,0,0
267,155,10.2,0,0,0,0,6,0,0,0
440,155,13.5,9,0,0,0,0,0,0,0
391,155,9.6,6,0,0,0,0,0,0,0
145,155,23.8,6,0,0,0,6,0,0,0
299,155,7.6,6,6,0,0,0,0,0,0
394,155,10.3,9,6,0,0,0,0,0,0
149,155,24.9,6,6,0,0,0,0,0,0
280,155,4.2,45,39,0,0,18,12,0,0
199,155,3,9,9,0,0,0,0,0,0
2026,155,2.3,24,15,0,0,15,0,9,0
219,155,8.7,6,0,0,0,0,0,0,0
326,155,3.6,15,15,0,0,12,0,6,0
331,155,9.3,12,12,0,0,6,0,0,0
272,155,4.6,21,18,0,0,9,0,0,0
167,155,9.2,15,9,0,0,0,0,0,0
129,155,19.1,6,6,0,0,0,0,0,0
2023,155,4.3,30,21,0,0,12,9,0,0
150,155,21.8,9,9,0,0,0,0,0,0
2024,155,5.2,15,15,0,0,6,0,0,0
206,155,19.6,12,6,0,0,0,0,0,0
427,155,12.5,0,0,0,0,6,0,0,0
164,155,12.9,6,6,0,0,0,0,0,0
166,155,9.7,12,12,0,0,6,0,0,0
335,155,12.2,9,6,0,0,0,0,0,0
200,155,9.9,9,6,0,0,6,0,6,0
259,155,10.2,0,0,0,0,9,9,0,0
286,155,13,0,0,0,0,9,6,0,0
119,155,7.6,9,6,0,0,0,0,0,0
412,155,9.7,0,0,0,0,6,0,0,0
311,155,3.9,42,33,0,0,9,6,0,0
248,155,1.7,39,27,9,0,9,0,0,0
2018,155,8.6,21,21,0,0,6,0,0,0
329,155,18.9,6,0,0,0,0,0,0,0
442,155,11,6,0,0,0,0,0,0,0
433,155,11.8,6,0,0,0,0,0,0,0
187,155,6.2,9,6,0,0,0,0,0,0
372,155,9,9,9,0,0,0,0,0,0
417,155,13.4,0,0,0,0,9,0,0,0
146,155,10,12,12,0,0,15,6,0,0
205,155,9.3,15,12,0,0,6,0,0,0
282,155,2.9,24,21,0,0,12,9,0,0
169,155,7.2,6,6,0,0,0,0,0,0
281,155,2.5,15,12,0,0,18,6,9,0
338,155,10.5,6,0,0,0,6,0,0,0
419,155,14.4,6,0,0,0,0,0,0,0
217,155,22.9,21,15,0,0,6,0,0,0
378,155,12.9,6,0,0,0,0,0,0,0
243,155,14.5,6,6,0,0,0,0,0,0
363,155,8.7,0,0,0,0,6,0,0,0
312,155,2.7,27,21,0,0,12,6,0,0
2036,155,10.8,6,0,0,0,0,0,0,0
198,155,11.3,18,15,0,0,9,6,0,0
2029,155,1.3,33,18,0,0,18,0,0,12
385,155,7.2,6,0,0,0,0,0,0,0
258,155,4.4,12,9,0,0,0,0,0,0
193,155,7.7,9,6,0,0,9,0,0,0
290,155,14.1,0,0,0,0,9,6,0,0
176,155,12,9,6,0,0,0,0,0,0
138,155,7,6,6,0,0,0,0,0,0
377,155,10.4,9,9,0,0,0,0,0,0
254,155,5.5,21,18,0,0,6,0,0,0
154,155,2.1,12,9,0,0,0,0,0,0
172,155,15.8,9,6,0,0,0,0,0,0
349,155,14.5,6,0,0,0,0,0,0,0
289,155,11.2,6,0,0,0,0,0,0,0
232,155,4.9,15,12,0,0,6,0,0,0
207,155,7.3,9,6,0,0,0,0,0,0
309,155,3.8,30,24,0,0,9,6,0,0
316,155,8.2,9,6,0,0,0,0,0,0
319,155,15.1,6,6,0,0,6,0,0,0
360,155,14.1,6,0,0,0,0,0,0,0
383,155,8.6,6,6,0,0,0,0,0,0
293,155,5,21,21,0,0,6,0,0,0
181,155,2.2,18,12,0,0,9,0,0,0
332,155,8.6,9,6,0,0,0,0,0,0
231,155,6.5,15,12,0,0,6,6,0,0
165,155,12,6,6,0,0,0,0,0,0
277,155,13.7,6,6,0,0,6,0,0,0
147,155,8.5,0,0,0,0,9,0,0,0
463,155,19.7,6,0,0,0,0,0,0,0
413,155,11,9,9,0,0,6,0,0,0
204,155,20.1,6,0,0,0,0,0,0,0
180,155,18.1,9,9,0,0,0,0,0,0
459,155,13.6,9,6,0,0,0,0,0,0
216,109,19.3,9,6,0,0,0,0,0,0
561,109,33.8,0,0,0,0,6,0,0,0
378,109,20,9,6,0,0,0,0,0,0
286,109,14.8,18,12,0,0,9,6,0,0
143,109,14.8,18,18,0,0,18,12,0,0
2023,109,4.6,54,36,9,0,36,21,9,0
195,109,15.4,42,30,0,0,18,9,6,0
175,109,17,6,6,0,0,12,6,0,0
97,109,51,9,6,0,0,0,0,0,0
179,109,11.5,51,45,0,0,21,15,0,0
376,109,19.1,12,6,0,0,6,0,0,0
166,109,3,99,81,9,0,66,45,12,0
341,109,19.8,9,0,0,0,0,0,0,0
229,109,4.4,108,87,12,0,54,36,15,0
176,109,12.4,21,18,0,0,21,15,0,0
188,109,14.3,12,9,0,0,0,0,0,0
343,109,18,12,6,0,0,0,0,0,0
